ARTICLE_ID,EXTERNAL_ID,EXTERNAL_AUTHOR_ID,HEADLINE,AUTHOR,CONTENT,ARTICLE_URL,MEDIA_PROVIDER,REGION,LANGUAGE,POST_STATUS,PUBLISH_DATE,HARVESTED_DATE,SENTIMENT,VIEW_COUNT,COMMENT_COUNT,UNIQUE_COMMENTERS,ENGAGEMENT,LIKES_AND_VOTES,INBOUND_LINKS,FORUM_THREAD_SIZE,FOLLOWING,FOLLOWERS,UPDATES,POST_TYPE
8.01E+11,1.02E+18,9.98E+17,TWEET FROM: Vivo_Testing,VIVO_TESTING,The vivid colors of every masterpiece come to life on the Ultra FullViewᵀᴹ Display on # VivoNEX. It's # NexOrNever  Image credit: @ bakewithshivesh  Buy Now: https://t.co/zGQWNrLb6T https://t.co/iBd2pV5fhI,http://twitter.com/997743513692491778/statuses/1024602787550650368,TWITTER,Unknown,English,No,08-01-2018 10:28,08-01-2018 10:28,Positive,0,0,0,0,0,0,0,0,0,91,
8.01E+11,1.02E+18,9.98E+17,TWEET FROM: Vivo_Testing,VIVO_TESTING,The vivid colors of every masterpiece come to life on the Ultra FullViewᵀᴹ Display on # VivoNEX. It's # NexOrNever  Image credit: @ shivesh17 via Instagram  Buy Now: https://t.co/zGQWNrLb6T https://t.co/JypJrWzEUR,http://twitter.com/997743513692491778/statuses/1024600686363738113,TWITTER,Unknown,English,No,08-01-2018 10:20,08-01-2018 10:20,Positive,0,0,0,0,0,0,0,0,0,91,
8.01E+11,1.02E+18,1.02E+18,TWEET FROM: CitizenVakar,CITIZENVAKAR,"'@gadgetstouse Blackberry Will Give Tough Competition To Vivo Nex , FindX,Oneplus6,Zenfon5z,HonorNote10, Galaxy S9 With These Phones ???? LOL @BlackBerryIN  @abhishek  #GTUOnePlus6  #GTUTechUpdate  #GTUMegaGiveaway  #GTUOnePlusGiveaway'",http://twitter.com/1016977386234146818/statuses/1024597434679390208,TWITTER,India,English,No,08-01-2018 10:07,08-01-2018 10:07,Negative,0,0,0,0,0,0,0,88,17,705,
8.01E+11,1.02E+18,1.02E+18,TWEET FROM: CitizenVakar,CITIZENVAKAR,"'@gadgetstouse Blackberry Will Give Tough Competition To Vivo Nex , FindX,Oneplus6,Zenfon5z,HonorNote10, Galaxy S9 With These Phones ???? LOL @BlackBerryIN  @abhishek'",http://twitter.com/1016977386234146818/statuses/1024596730875129858,TWITTER,India,English,No,08-01-2018 10:04,08-01-2018 10:04,Negative,0,0,0,0,0,0,0,88,17,705,
8.01E+11,1.02E+18,4773269183,TWEET FROM: sidhu_paramdeep,SIDHU_PARAMDEEP,"Watch #VivoNEX ka sach video by @gadgetstouse &amp; @abhishek sir  https://t.co/zdXPcIHAhM #GTUOnePlusGiveaway #GTUOnePlus6  Don't forget to follow @gadgetstouse &amp; @abhishek sir  On #Twitter, #Facebook &amp; #Instagram &amp; don't forget to follow @gadgetstouse &amp; #Abhishek   on YouTube",http://twitter.com/4773269183/statuses/1024586908452548608,TWITTER,Unknown,English,No,08-01-2018 09:25,08-01-2018 09:25,Neutral,0,0,0,0,0,0,0,974,876,44152,
8.01E+11,1.02E+18,8.59E+17,TWEET FROM: ankitraj2606,ANKITRAJ2606,'@gadgetstouse @abhishek 💓😘 #GTUMegaGiveaway #GTUOnePlus6 #GTUOnePlusGiveaway',http://twitter.com/858735005006213122/statuses/1024586908670644225,TWITTER,India,English,No,08-01-2018 09:25,08-01-2018 09:25,Positive,0,0,0,0,0,0,0,1510,310,15832,QUOTE_TWEET
8.01E+11,1.02E+18,8.59E+17,TWEET FROM: ankitraj2606,ANKITRAJ2606,'@gadgetstouse @abhishek 💓😘 #GTUMegaGiveaway #GTUOnePlus6 #GTUOnePlusGiveaway',http://twitter.com/858735005006213122/statuses/1024586848532750337,TWITTER,India,English,No,08-01-2018 09:25,08-01-2018 09:25,Positive,0,0,0,0,0,0,0,1510,310,15830,QUOTE_TWEET
8.01E+11,1.02E+18,8.59E+17,TWEET FROM: ankitraj2606,ANKITRAJ2606,'@gadgetstouse @abhishek 💓😘 #GTUMegaGiveaway #GTUOnePlus6 #GTUOnePlusGiveaway',http://twitter.com/858735005006213122/statuses/1024586454532468737,TWITTER,India,English,No,08-01-2018 09:23,08-01-2018 09:23,Positive,0,0,0,0,0,0,0,1510,310,15819,QUOTE_TWEET
8.01E+11,1.02E+18,2545615136,TWEET FROM: OPPOPakistan,OPPOPAKISTAN,"#OPPOFindX comes with the lightning-fast processor Snapdragon 845, which not only ensures smooth app transitions, but also data &amp; operational efficiency.  Know More: https://t.co/eEfPVQWxdE https://t.co/2Rz9TVAzUw",http://twitter.com/2545615136/statuses/1024585165127864322,TWITTER,Unknown,English,No,08-01-2018 09:18,08-01-2018 09:18,Positive,0,0,0,0,0,0,0,43,2657,803,
8.01E+11,1.02E+18,4773269183,TWEET FROM: sidhu_paramdeep,SIDHU_PARAMDEEP,"Watch #VivoNEX ka sach video by @gadgetstouse &amp; @abhishek sir  https://t.co/zdXPcIHAhM #GTUOnePlusGiveaway #GTUOnePlus6  Don't forget to follow @gadgetstouse &amp; @abhishek sir  On #Twitter, #Facebook &amp; #Instagram &amp; don't forget to follow @gadgetstouse &amp; #Abhishek   on #YouTube",http://twitter.com/4773269183/statuses/1024581576208728071,TWITTER,Unknown,English,No,08-01-2018 09:04,08-01-2018 09:04,Neutral,0,0,0,0,0,0,0,974,876,44122,
8.01E+11,1.02E+18,1.01E+18,TWEET FROM: teckcloudz,TECKCLOUDZ,Check out the dominant of the VIVO NEX S over OPPO FIND X.. 😈 https://t.co/38Ljv4PWDf  #legend #Bloggers #Proud #Nex #vivonex #vivonexs #oppofindx #oppo #techlife #Technology #teckcloudz… https://t.co/3BzJh45CDY,http://twitter.com/1005392929731444736/statuses/1024578577340219392,TWITTER,Unknown,English,No,08-01-2018 08:52,08-01-2018 08:52,Positive,0,0,0,0,0,0,0,9,9,2,
8.01E+11,1.02E+18,9.95E+17,TWEET FROM: KashmirVideos,KASHMIRVIDEOS,Krishna and Bharti Comedy Classes https://t.co/iZVKQw8c7Q #comedy #BirthMonthOfMSG #Latest #YouTube #BollywoodActress #FunniestTweets #SalmanKhan #KatrinaKaif #Bharat #EidulAzha #India #OPPOFindX #AmazonPrimeDay #ImranKhan #NarendraModi #RahulGandhi #gadget #MobileApp,http://twitter.com/994865574168719373/statuses/1024575074328707072,TWITTER,Unknown,English,No,08-01-2018 08:38,08-01-2018 08:38,Positive,0,0,0,0,0,0,0,1,11,193,
8.01E+11,1.02E+18,3252699818,TWEET FROM: menwal68,MENWAL68,Retweeted PC-Tablet (@pctabletin):  What makes Vivo Nex the next trendsetter in the future smartphone industry  @Vivo_India #VivoNEX https://t.co/LEvtQyFHJQ https://t.co/LEvtQyFHJQ,http://twitter.com/3252699818/statuses/1024573271843450880,TWITTER,India,English,No,08-01-2018 08:31,08-01-2018 08:31,Neutral,0,0,0,0,0,0,0,411,435,12393,
8.01E+11,1.02E+18,344448084,TWEET FROM: pctabletin,PCTABLETIN,What makes Vivo Nex the next trendsetter in the future smartphone industry  @Vivo_India #VivoNEX https://t.co/vZkpPb9ILD,http://twitter.com/344448084/statuses/1024573167669534721,TWITTER,India,English,No,08-01-2018 08:30,08-01-2018 08:31,Neutral,0,0,0,0,0,0,0,672,4022,12098,
8.01E+11,1.02E+18,3335354533,TWEET FROM: sryudotcom,SRYUDOTCOM,"Dear @HuaweiMobile plz release #7inchSmartphones with #SuperbPhotoCameras, #SuperbSelfieCameras, #SuperbVideoCameras, #LGUltraWideAngleLens, #NFC, #OIS, #EIS, #UltraFastWirelessCharging, #SamsungSuperAmoledScreen, #RuggedArmorCase &amp; #NoBendGate like #iPhone6 &amp; #OppoFindX . Thanks",http://twitter.com/3335354533/statuses/1024565555917770752,TWITTER,Indonesia,English,No,08-01-2018 08:00,08-01-2018 08:00,Positive,0,0,0,0,0,0,0,35,18,295,
8.01E+11,1.02E+18,3701400798,TWEET FROM: akki_mindbogler,AKKI_MINDBOGLER,"'@Sana_Tokre Presenting #VivoNEX , tweet sponsored by influenezone .   Aisa camera jo andhere me without makeup wali ladki ko bhi #aishwarya rai bana de .  Available at your nearest mobile store #VivoNEX'",http://twitter.com/3701400798/statuses/1024565200920268800,TWITTER,Unknown,English,No,08-01-2018 07:59,08-01-2018 07:59,Neutral,0,0,0,0,0,0,0,737,1052,15183,
8.01E+11,1.02E+18,4773269183,TWEET FROM: sidhu_paramdeep,SIDHU_PARAMDEEP,"Watch #VivoNEX ka sach video by @gadgetstouse &amp; @abhishek sir  https://t.co/zdXPcIHAhM #GTUOnePlusGiveaway #GTUOnePlus6  Don't forget to follow @gadgetstouse &amp; @abhishek sir  On #Twitter, #Facebook &amp; #Instagram &amp; don't forget to follow @gadgetstouse on YouTube",http://twitter.com/4773269183/statuses/1024551675099459585,TWITTER,Unknown,English,No,08-01-2018 07:05,08-01-2018 07:05,Neutral,0,0,0,0,0,0,0,974,877,44079,
8.01E+11,1.02E+18,194986004,TWEET FROM: swapnilsilver,SWAPNILSILVER,'@gizmotimestech Yes for the camera it does a great job to take great pictures loved it with pop-up camera from #VivoNEX #GizmoArmy',http://twitter.com/194986004/statuses/1024547898741014533,TWITTER,United States,English,No,08-01-2018 06:50,08-01-2018 06:50,Positive,0,0,0,0,0,0,0,371,130,20590,
8.01E+11,1.02E+18,8.31E+17,TWEET FROM: pricekartcom,PRICEKARTCOM,"https://t.co/pK6W5PnAik Published by Neeti Singh · 1 hr ·  #AsusZenfoneMaxProM1 Vs #VivoNEX Compare Asus Zenfone Max Pro M1 4GB RAM + 64GB &amp; Vivo NEX w.r.t. specifications, features, score, prices and Pros &amp; cons. Full comparison link : https://t.co/5grKCxbeoR https://t.co/RK0PBtiFQF",http://twitter.com/831470132530667520/statuses/1024543872167292935,TWITTER,India,English,No,08-01-2018 06:34,08-01-2018 06:34,Neutral,0,0,0,0,0,0,0,35,128,848,
8.01E+11,1.02E+18,584821593,TWEET FROM: Nethority,NETHORITY,"https://t.co/zOBunIGf1H Published by Neeti Singh · 1 hr ·  #AsusZenfoneMaxProM1 Vs #VivoNEX Compare Asus Zenfone Max Pro M1 4GB RAM + 64GB &amp; Vivo NEX w.r.t. specifications, features, score, prices and Pros &amp; cons. Full comparison link https://t.co/vkeXfh4dLk https://t.co/GNUmZTdoPl",http://twitter.com/584821593/statuses/1024543626204917760,TWITTER,India,English,No,08-01-2018 06:33,08-01-2018 06:33,Neutral,0,0,0,0,0,0,0,24,57,188,
8.01E+11,1.02E+18,9.18E+17,TWEET FROM: Kamleshneema12,KAMLESHNEEMA12,"'@TechnicalGuruji @YTCreators Great knowing you love the super #VivoNex smartphone too supports 1.4μm super large pixel, f/1.8 large aperture and 4-axis OIS'",http://twitter.com/917689688567062529/statuses/1024542287005511680,TWITTER,India,English,No,08-01-2018 06:28,08-01-2018 06:28,Positive,0,0,0,0,0,0,0,130,56,700,
8.01E+11,1.02E+18,8.50E+17,TWEET FROM: Rohitneema19,ROHITNEEMA19,'@TechnicalGuruji @YTCreators The best #VivoNex phone finally here to taking on surprise with dual camera with Sony IMX363 sensor',http://twitter.com/849969421862838272/statuses/1024542261277687808,TWITTER,India,English,No,08-01-2018 06:28,08-01-2018 06:28,Positive,0,0,0,0,0,0,0,730,183,2137,
8.01E+11,1.02E+18,9.22E+17,TWEET FROM: MIKNEERAJ6,MIKNEERAJ6,'@TechnicalGuruji @YTCreators Such a refreshing #VivoNex mobile phone experience the ultimate 12MP dual pixel +5MP Primary dual camera',http://twitter.com/922048129280614400/statuses/1024542237609193473,TWITTER,India,English,No,08-01-2018 06:27,08-01-2018 06:28,Positive,0,0,0,0,0,0,0,15,51,723,
8.01E+11,1.02E+18,9.22E+17,TWEET FROM: Amangupta13049,AMANGUPTA13049,'@TechnicalGuruji @YTCreators I must say an amazing #VivoNex mobile phone is here! love it 1 year manufacturer warranty for device',http://twitter.com/922048582244483072/statuses/1024542216541196288,TWITTER,India,English,No,08-01-2018 06:27,08-01-2018 06:28,Positive,0,0,0,0,0,0,0,49,47,721,
8.01E+11,1.02E+18,9.18E+17,TWEET FROM: sreejanaik11,SREEJANAIK11,'@TechnicalGuruji @YTCreators This smartphone #VivoNex is grabbing attention 4000mAH lithium-ion battery with Dual-Engine Fast Charging technology',http://twitter.com/918040739325493248/statuses/1024542193573228544,TWITTER,India,English,No,08-01-2018 06:27,08-01-2018 06:27,Positive,0,0,0,0,0,0,0,777,89,722,
8.01E+11,1.02E+18,9.22E+17,TWEET FROM: musicallyf1,MUSICALLYF1,Kudos for such a heartwarming #VivoNex phone Super Amoled Display with 2316 x 1080 pixels resolution,http://twitter.com/922048233299329024/statuses/1024542157007249408,TWITTER,India,English,No,08-01-2018 06:27,08-01-2018 06:27,Positive,0,0,0,0,0,0,0,7,51,724,
8.01E+11,1.02E+18,9.18E+17,TWEET FROM: Shysandesh9,SHYSANDESH9,'@TechnicalGuruji @YTCreators Check this #VivoNex mobile phone and enjoy it based on Android v8.1 Oreo based on Funtouch OS 4.0 operating system',http://twitter.com/918039073838608384/statuses/1024542174019375105,TWITTER,India,English,No,08-01-2018 06:27,08-01-2018 06:27,Positive,0,0,0,0,0,0,0,67,47,729,
8.01E+11,1.02E+18,9.22E+17,TWEET FROM: musicallyf1,MUSICALLYF1,'@TechnicalGuruji @YTCreators Kudos for such a heartwarming #VivoNex phone Super Amoled Display with 2316 x 1080 pixels resolution',http://twitter.com/922048233299329024/statuses/1024542126313431040,TWITTER,India,English,No,08-01-2018 06:27,08-01-2018 06:27,Positive,0,0,0,0,0,0,0,7,51,723,
8.01E+11,1.02E+18,9.18E+17,TWEET FROM: Charmingmitu7,CHARMINGMITU7,"'@TechnicalGuruji @YTCreators Excitement, Enjoyment all here in this smartphone #VivoNex surprise with dual camera with Sony IMX363 sensor'",http://twitter.com/918037965128925186/statuses/1024542102758154242,TWITTER,India,English,No,08-01-2018 06:27,08-01-2018 06:27,Positive,0,0,0,0,0,0,0,99,63,734,
8.01E+11,1.02E+18,8.50E+17,TWEET FROM: rimsriya20,RIMSRIYA20,'@TechnicalGuruji @YTCreators Great rocking #VivoNex mobile phone is here experience the ultimate 12MP dual pixel +5MP Primary dual camera',http://twitter.com/849980740016103424/statuses/1024542043010285569,TWITTER,India,English,No,08-01-2018 06:27,08-01-2018 06:27,Positive,0,0,0,0,0,0,0,521,115,1880,
8.01E+11,1.02E+18,9.18E+17,TWEET FROM: Kamleshneema12,KAMLESHNEEMA12,'@TechnicalGuruji @YTCreators Loving this #VivoNex mobile phone to the core 1 year manufacturer warranty for device',http://twitter.com/917689688567062529/statuses/1024541929780928512,TWITTER,India,English,No,08-01-2018 06:26,08-01-2018 06:26,Positive,0,0,0,0,0,0,0,130,56,699,
8.01E+11,1.02E+18,8.50E+17,TWEET FROM: Rohitneema19,ROHITNEEMA19,'@TechnicalGuruji @YTCreators Look forward to a super #VivoNex mobile phone 4000mAH lithium-ion battery with Dual-Engine Fast Charging technology',http://twitter.com/849969421862838272/statuses/1024541864819535872,TWITTER,India,English,No,08-01-2018 06:26,08-01-2018 06:26,Positive,0,0,0,0,0,0,0,730,183,2136,
8.01E+11,1.02E+18,9.22E+17,TWEET FROM: MIKNEERAJ6,MIKNEERAJ6,'@TechnicalGuruji @YTCreators Wait is over for the #VivoNex mobile phone of brilliance based on Android v8.1 Oreo based on Funtouch OS 4.0 operating system',http://twitter.com/922048129280614400/statuses/1024541851074801669,TWITTER,India,English,No,08-01-2018 06:26,08-01-2018 06:26,Positive,0,0,0,0,0,0,0,15,51,722,
8.01E+11,1.02E+18,9.22E+17,TWEET FROM: Amangupta13049,AMANGUPTA13049,"'@TechnicalGuruji @YTCreators The most smashing #VivoNex phone to check, don't miss Super Amoled Display with 2316 x 1080 pixels resolution'",http://twitter.com/922048582244483072/statuses/1024541829016866816,TWITTER,India,English,No,08-01-2018 06:26,08-01-2018 06:26,Neutral,0,0,0,0,0,0,0,49,47,720,
8.01E+11,1.02E+18,9.18E+17,TWEET FROM: sreejanaik11,SREEJANAIK11,"'@TechnicalGuruji @YTCreators This smartphone #VivoNex assures excitement, check it supports 1.4μm super large pixel, f/1.8 large aperture and 4-axis OIS'",http://twitter.com/918040739325493248/statuses/1024541810780123137,TWITTER,India,English,No,08-01-2018 06:26,08-01-2018 06:26,Positive,0,0,0,0,0,0,0,777,89,721,
8.01E+11,1.02E+18,9.18E+17,TWEET FROM: Shysandesh9,SHYSANDESH9,"'@TechnicalGuruji @YTCreators Super lively #VivoNex mobile phone, gear up for it surprise with dual camera with Sony IMX363 sensor'",http://twitter.com/918039073838608384/statuses/1024541792396398597,TWITTER,India,English,No,08-01-2018 06:26,08-01-2018 06:26,Positive,0,0,0,0,0,0,0,67,47,728,
8.01E+11,1.02E+18,9.22E+17,TWEET FROM: musicallyf1,MUSICALLYF1,'@TechnicalGuruji @YTCreators Guys are u ready?? exciting #VivoNex phone here experience the ultimate 12MP dual pixel +5MP Primary dual camera',http://twitter.com/922048233299329024/statuses/1024541773215875072,TWITTER,India,English,No,08-01-2018 06:26,08-01-2018 06:26,Positive,0,0,0,0,0,0,0,7,51,722,
8.01E+11,1.02E+18,9.18E+17,TWEET FROM: Charmingmitu7,CHARMINGMITU7,"'@TechnicalGuruji @YTCreators Super wonderful smartphone #VivoNex, check this 4000mAH lithium-ion battery with Dual-Engine Fast Charging technology'",http://twitter.com/918037965128925186/statuses/1024541745478918145,TWITTER,India,English,No,08-01-2018 06:26,08-01-2018 06:26,Positive,0,0,0,0,0,0,0,99,63,733,
8.01E+11,1.02E+18,8.50E+17,TWEET FROM: rimsriya20,RIMSRIYA20,'@TechnicalGuruji @YTCreators It's so mesmerizing #VivoNex mobile phone! check based on Android v8.1 Oreo based on Funtouch OS 4.0 operating system',http://twitter.com/849980740016103424/statuses/1024541728512991232,TWITTER,India,English,No,08-01-2018 06:25,08-01-2018 06:26,Positive,0,0,0,0,0,0,0,521,115,1879,
8.01E+11,1.02E+18,9.38E+17,TWEET FROM: NeelamAj,NEELAMAJ,'@TechnicalGuruji @YTCreators You will love it. Let's checkout here about this #VivoNEX',http://twitter.com/938100754165907456/statuses/1024541308453613568,TWITTER,India,English,No,08-01-2018 06:24,08-01-2018 06:24,Positive,0,0,0,0,0,0,0,223,2745,14312,
8.01E+11,1.02E+18,9.18E+17,TWEET FROM: Kamleshneema12,KAMLESHNEEMA12,'@C4ETech Man!! really a fantastic #VivoNex phone Super Amoled Display with 2316 x 1080 pixels resolution',http://twitter.com/917689688567062529/statuses/1024541099287691264,TWITTER,India,English,No,08-01-2018 06:23,08-01-2018 06:23,Positive,0,0,0,0,0,0,0,130,56,698,
8.01E+11,1.02E+18,8.50E+17,TWEET FROM: Rohitneema19,ROHITNEEMA19,"'@C4ETech Definitely, it is a fabulous #VivoNex phone supports 1.4μm super large pixel, f/1.8 large aperture and 4-axis OIS'",http://twitter.com/849969421862838272/statuses/1024541063296376834,TWITTER,India,English,No,08-01-2018 06:23,08-01-2018 06:23,Positive,0,0,0,0,0,0,0,730,183,2135,
8.01E+11,1.02E+18,9.22E+17,TWEET FROM: MIKNEERAJ6,MIKNEERAJ6,"'@C4ETech Hey tweeps, have a look at this #VivoNex mobile phone surprise with dual camera with Sony IMX363 sensor'",http://twitter.com/922048129280614400/statuses/1024541036322861057,TWITTER,India,English,No,08-01-2018 06:23,08-01-2018 06:23,Positive,0,0,0,0,0,0,0,15,51,721,
8.01E+11,1.02E+18,9.22E+17,TWEET FROM: Amangupta13049,AMANGUPTA13049,'@C4ETech Yo! such an enjoyable #VivoNex phone experience the ultimate 12MP dual pixel +5MP Primary dual camera',http://twitter.com/922048582244483072/statuses/1024540985550766081,TWITTER,India,English,No,08-01-2018 06:23,08-01-2018 06:23,Positive,0,0,0,0,0,0,0,49,47,719,
8.01E+11,1.02E+18,9.18E+17,TWEET FROM: sreejanaik11,SREEJANAIK11,'@C4ETech Get ready for the vroom-vroom #VivoNex smartphone 1 year manufacturer warranty for device',http://twitter.com/918040739325493248/statuses/1024540960422649857,TWITTER,India,English,No,08-01-2018 06:22,08-01-2018 06:23,Neutral,0,0,0,0,0,0,0,777,89,720,
8.01E+11,1.02E+18,9.38E+17,TWEET FROM: NeelamAj,NEELAMAJ,'@TechnicalGuruji @YTCreators I'm too happy to know about this #VivoNEX',http://twitter.com/938100754165907456/statuses/1024540964394811393,TWITTER,India,English,No,08-01-2018 06:22,08-01-2018 06:22,Positive,0,0,0,0,0,0,0,223,2745,14311,
8.01E+11,1.02E+18,9.22E+17,TWEET FROM: musicallyf1,MUSICALLYF1,'@C4ETech Excitement wave is going all around with #VivoNex smartphone based on Android v8.1 Oreo based on Funtouch OS 4.0 operating system',http://twitter.com/922048233299329024/statuses/1024540918148345856,TWITTER,India,English,No,08-01-2018 06:22,08-01-2018 06:22,Positive,0,0,0,0,0,0,0,7,51,721,
8.01E+11,1.02E+18,9.18E+17,TWEET FROM: Shysandesh9,SHYSANDESH9,'@C4ETech This smartphone #VivoNex is impressive enough to check 4000mAH lithium-ion battery with Dual-Engine Fast Charging technology',http://twitter.com/918039073838608384/statuses/1024540939891535872,TWITTER,India,English,No,08-01-2018 06:22,08-01-2018 06:22,Positive,0,0,0,0,0,0,0,67,47,727,
8.01E+11,1.02E+18,9.18E+17,TWEET FROM: Charmingmitu7,CHARMINGMITU7,"'@C4ETech The #VivoNex smartphone is damn cool, truly stunning Super Amoled Display with 2316 x 1080 pixels resolution'",http://twitter.com/918037965128925186/statuses/1024540895859826688,TWITTER,India,English,No,08-01-2018 06:22,08-01-2018 06:22,Positive,0,0,0,0,0,0,0,99,63,732,
8.01E+11,1.02E+18,8.50E+17,TWEET FROM: rimsriya20,RIMSRIYA20,"'@C4ETech This #VivoNex smartphone deserves respect.check it supports 1.4μm super large pixel, f/1.8 large aperture and 4-axis OIS'",http://twitter.com/849980740016103424/statuses/1024540868135403520,TWITTER,India,English,No,08-01-2018 06:22,08-01-2018 06:22,Positive,0,0,0,0,0,0,0,521,115,1878,
8.01E+11,1.02E+18,9.18E+17,TWEET FROM: Kamleshneema12,KAMLESHNEEMA12,'@C4ETech Feeling ahead with this awesome #VivoNex smartphone experience the ultimate 12MP dual pixel +5MP Primary dual camera',http://twitter.com/917689688567062529/statuses/1024540655635161088,TWITTER,India,English,No,08-01-2018 06:21,08-01-2018 06:21,Positive,0,0,0,0,0,0,0,130,56,697,
8.01E+11,1.02E+18,8.50E+17,TWEET FROM: Rohitneema19,ROHITNEEMA19,'@C4ETech Tell your friends about this interesting smartphone #VivoNex 1 year manufacturer warranty for device',http://twitter.com/849969421862838272/statuses/1024540619115397121,TWITTER,India,English,No,08-01-2018 06:21,08-01-2018 06:21,Positive,0,0,0,0,0,0,0,730,183,2134,
8.01E+11,1.02E+18,9.38E+17,TWEET FROM: NeelamAj,NEELAMAJ,'@C4ETech I loved it #VivoNEX superb features.',http://twitter.com/938100754165907456/statuses/1024540645678034946,TWITTER,India,English,No,08-01-2018 06:21,08-01-2018 06:21,Positive,0,0,0,0,0,0,0,223,2745,14308,
